Specimen_CF_08| both
Specimen_CF_09| both
Specimen_CF_10| both
Specimen_CF_11| both
Specimen_CF_12| both
Specimen_CF_13| both
Specimen_CF_14| both
Specimen_CF_15| both
Specimen_D_01| both
Specimen_D_02| both
Specimen_D_03| both
Specimen_D_04| both
Specimen_D_05| both
Specimen_D_06| both
Specimen_D_07| both
Specimen_D_08| both
Specimen_D_09| both
Specimen_D_10| both
Specimen_D_11| both
Specimen_D_12| both
Specimen_D_13| both
Specimen_D_14| atk1
Specimen_DA_01| both
Specimen_DA_02| both
Specimen_DA_03| both
Specimen_DA_04| both
Specimen_DA_05| both
Specimen_DA_06| both
Specimen_DA_07| both
Specimen_DA_08| both
Specimen_DA_09| both
Specimen_DA_10| both
Specimen_DA_11| both
Specimen_DA_12| both
Specimen_DA_13| both
Specimen_DA_14| both
Specimen_DA_15| both
Specimen_DB_01| both
Specimen_DB_02| both
Specimen_DB_03| both
Specimen_DB_04| both
Specimen_DB_05| both
Specimen_DB_06| both
Specimen_DB_07| both
Specimen_DB_08| both
Specimen_DB_09| both
Specimen_DB_10| both
Specimen_DB_11| both
Specimen_DB_12| both
Specimen_DB_13| both
Specimen_DB_14| both
Specimen_DB_15| both
Specimen_DC_01| both
Specimen_DC_02| both
Specimen_DC_03| both
Specimen_DC_04| both
Specimen_DC_05| both
Specimen_DC_06| both
Specimen_DC_07| both
Specimen_DC_08| both
Specimen_DC_09| both
Specimen_DC_10| both
Specimen_DC_11| both
Specimen_DC_12| both
Specimen_DC_13| both
Specimen_DC_14| both
Specimen_DC_15| both
Specimen_DD_01| both
Specimen_DD_02| both
Specimen_DD_03| both
Specimen_DD_04| both
Specimen_DD_05| both
Specimen_DD_06| both
Specimen_DD_07| both
Specimen_DD_08| both
Specimen_DD_09| both
Specimen_DD_10| both
Specimen_DD_11| both
Specimen_DD_12| both
Specimen_DD_13| both
Specimen_DD_14| both
Specimen_DD_15| both
Specimen_DE_01| both
Specimen_DE_02| both
Specimen_DE_03| both
Specimen_DE_04| both
Specimen_DE_05| both
Specimen_DE_06| both
Specimen_DE_07| both
Specimen_DE_08| both
Specimen_DE_09| both
Specimen_DE_10| both
Specimen_DE_11| both
Specimen_DE_12| both
Specimen_DE_13| both
Specimen_DE_14| both
Specimen_DE_15| both
Specimen_DF_01| both
Specimen_DF_02| both
Specimen_DF_03| both
Specimen_DF_04| both
Specimen_DF_05| both
Specimen_DF_06| both
Specimen_DF_07| both
Specimen_DF_08| both
Specimen_DF_09| both
Specimen_DF_10| both
Specimen_DF_11| both
Specimen_DF_12| both
Specimen_DF_13| both
Specimen_DF_14| both
Specimen_DF_15| both
Specimen_E_01| both
Specimen_E_02| both
Specimen_E_03| both
Specimen_E_04| both
Specimen_E_05| both
Specimen_E_06| both
Specimen_E_07| both
Specimen_E_08| both
Specimen_E_09| both
Specimen_E_10| both
Specimen_E_11| both
Specimen_E_12| both
Specimen_E_13| both
Specimen_E_14| both
Specimen_EA_01| both
Specimen_EA_02| both
Specimen_EA_03| both
Specimen_EA_04| both
Specimen_EA_05| both
Specimen_EA_06| both
Specimen_EA_07| both
Specimen_EA_08| both
Specimen_EA_09| both
Specimen_EA_10| both
Specimen_EA_11| both
Specimen_EA_12| both
Specimen_EA_13| both
Specimen_EA_14| both
Specimen_EA_15| both
Specimen_EB_01| both
Specimen_EB_02| both
Specimen_EB_03| both
Specimen_EB_04| both
Specimen_EB_05| both
Specimen_EB_06| both
Specimen_EB_07| both
Specimen_EB_08| both
Specimen_EB_09| both
Specimen_EB_10| both
Specimen_EB_11| both
Specimen_EB_12| both
Specimen_EB_13| both
Specimen_EB_14| both
Specimen_EB_15| both
Specimen_EC_01| both
Specimen_EC_02| both
Specimen_EC_03| both
Specimen_EC_04| both
Specimen_EC_05| both
Specimen_EC_06| both
Specimen_EC_07| both
Specimen_EC_08| both
Specimen_EC_09| both
Specimen_EC_10| both
Specimen_EC_11| both
Specimen_EC_12| both
Specimen_EC_13| both
Specimen_EC_14| both
Specimen_EC_15| both
Specimen_ED_01| both
Specimen_ED_02| both
Specimen_ED_03| both
Specimen_ED_04| both
Specimen_ED_05| both
Specimen_ED_06| both
Specimen_ED_07| both
Specimen_ED_08| both
Specimen_ED_09| both
Specimen_ED_10| both
Specimen_ED_11| both
Specimen_ED_12| both
Specimen_ED_13| both
Specimen_ED_14| both
Specimen_ED_15| both
Specimen_EE_01| both
Specimen_EE_02| both
Specimen_EE_03| both
Specimen_EE_04| both
Specimen_EE_05| both
Specimen_EE_06| both
Specimen_EE_07| both
Specimen_EE_08| both
Specimen_EE_09| both
Specimen_EE_10| both
Specimen_EE_11| both
Specimen_EE_12| both
Specimen_EE_13| both
Specimen_EE_14| both
Specimen_EE_15| both
Specimen_EF_01| both
Specimen_EF_02| both
Specimen_EF_03| both
Specimen_EF_04| both
Specimen_EF_05| both
Specimen_EF_06| both
Specimen_EF_07| both
Specimen_EF_08| both
Specimen_EF_09| both
Specimen_EF_10| both
Specimen_EF_11| both
Specimen_EF_12| both
Specimen_EF_13| both
Specimen_EF_14| both
Specimen_EF_15| both
Specimen_F_01| both
Specimen_F_02| both
Specimen_F_03| both
Specimen_F_04| both
Specimen_F_05| both
Specimen_F_06| both
Specimen_F_07| both
Specimen_F_08| both
Specimen_F_09| both
Specimen_F_10| both
Specimen_F_11| both
Specimen_F_12| both
Specimen_F_13| both
Specimen_F_14| both
Specimen_FA_01| both
Specimen_FA_02| both
Specimen_FA_03| both
Specimen_FA_04| both
Specimen_FA_05| both
Specimen_FA_06| both
Specimen_FA_07| both
Specimen_FA_08| both
Specimen_FA_09| both
Specimen_FA_10| both
Specimen_FA_11| both
Specimen_FA_12| both
Specimen_FA_13| both
Specimen_FA_14| both
Specimen_FA_15| both
Specimen_FB_01| both
Specimen_FB_02| both
Specimen_FB_03| both
Specimen_FB_04| both
Specimen_FB_05| both
Specimen_FB_06| both
Specimen_FB_07| both
Specimen_FB_08| both
Specimen_FB_09| both
Specimen_FB_10| both
Specimen_FB_11| both
Specimen_FB_12| both
Specimen_FB_13| both
Specimen_FB_14| both
Specimen_FB_15| both
Specimen_FC_01| both
Specimen_FC_02| both
Specimen_FC_03| both
Specimen_FC_04| both
Specimen_FC_05| both
Specimen_FC_06| both
Specimen_FC_07| both
Specimen_FC_08| both
Specimen_FC_09| both
Specimen_FC_10| both
Specimen_FC_11| both
Specimen_FC_12| both
Specimen_FC_13| both
Specimen_FC_14| atk1
Specimen_FC_15| both
Specimen_FD_01| both
Specimen_FD_02| both
Specimen_FD_03| both
Specimen_FD_04| both
Specimen_FD_05| both
Specimen_FD_06| both
Specimen_FD_07| both
Specimen_FD_08| both
Specimen_FD_09| both
Specimen_FD_10| both
Specimen_FD_11| both
Specimen_FD_12| both
Specimen_FD_13| both
Specimen_FD_14| both
Specimen_FD_15| both
Specimen_FE_01| both
Specimen_FE_02| both
Specimen_FE_03| both
Specimen_FE_04| both
Specimen_FE_05| both
Specimen_FE_06| both
Specimen_FE_07| both
Specimen_FE_08| both
Specimen_FE_09| both
Specimen_FE_10| both
Specimen_FE_11| both
Specimen_FE_12| both
Specimen_FE_13| both
Specimen_FE_14| both
Specimen_FE_15| both
Specimen_FF_01| both
Specimen_FF_02| both
Specimen_FF_03| both
Specimen_FF_04| both
Specimen_FF_05| both
Specimen_FF_06| both
Specimen_FF_07| both
Specimen_FF_08| both
Specimen_FF_09| both
Specimen_FF_10| both
Specimen_FF_11| both
Specimen_FF_12| both
Specimen_FF_13| both
Specimen_FF_14| both
Specimen_FF_15| both
Specimen_A_98| both
Specimen_B_98| both
Specimen_C_98| both
Specimen_D_98| both
Specimen_E_98| both
Specimen_F_98| both
Specimen_AA_98| both
Specimen_AB_98| both
Specimen_AC_98| both
Specimen_AD_98| both
Specimen_AE_98| both
Specimen_AF_98| both
Specimen_BA_98| both
Specimen_BB_98| both
Specimen_BC_98| both
Specimen_BD_98| both
Specimen_BE_98| both
Specimen_BF_98| both
Specimen_CA_98| both
Specimen_CB_98| both
Specimen_CC_98| both
Specimen_CD_98| both
Specimen_CE_98| both
Specimen_CF_98| both
Specimen_DA_98| both
Specimen_DB_98| both
Specimen_DC_98| both
Specimen_DD_98| both
Specimen_DE_98| both
Specimen_DF_98| both
Specimen_EA_98| both
Specimen_EB_98| both
Specimen_EC_98| both
Specimen_ED_98| both
Specimen_EE_98| both
Specimen_EF_98| both
Specimen_FA_98| both
Specimen_FB_98| both
Specimen_FC_98| both
Specimen_FD_98| both
Specimen_FE_98| both
Specimen_FF_98| both
Specimen_A_99| both
Specimen_B_99| both
Specimen_C_99| both
Specimen_D_99| both
Specimen_E_99| both
Specimen_F_99| both
Specimen_AA_99| both
Specimen_AB_99| both
Specimen_AC_99| both
Specimen_AD_99| both
Specimen_AE_99| both
Specimen_AF_99| both
Specimen_BA_99| both
Specimen_BB_99| both
Specimen_BC_99| both
Specimen_BD_99| both
Specimen_BE_99| both
Specimen_BF_99| both
Specimen_CA_99| both
Specimen_CB_99| both
Specimen_CC_99| both
Specimen_CD_99| both
Specimen_CE_99| both
Specimen_CF_99| both
Specimen_DA_99| both
Specimen_DB_99| both
Specimen_DC_99| both
Specimen_DD_99| both
Specimen_DE_99| both
Specimen_DF_99| both
Specimen_EA_99| both
Specimen_EB_99| both
Specimen_EC_99| both
Specimen_ED_99| both
Specimen_EE_99| both
Specimen_EF_99| both
Specimen_FA_99| both
Specimen_FB_99| both
Specimen_FC_99| both
Specimen_FD_99| both
Specimen_FE_99| both
Specimen_FF_99| both
